utm_campaign,condition,facultyShown,peerCounts
PT-a88e5b7f-90ec-4246-9b04-ae576163232d,treatment,"[""Sylvester Gates"",""Indara Suarez"",""Nuris Figueroa Morales"",""Julio Barreiro Guerrero"",""Melinda Soares-Furtado"",""Rolando Valdes Aguilar"",""Danielle Speller"",""Aran Garcia-Bellido"",""Rene Lopez"",""John Joseph Carrasco"",""Juan Pedro Ochoa-Ricoux"",""Rafael Fernandes"",""Alvaro Chavarria"",""Cristina Mantilla-Suarez"",""Jesus Perezrios"",""Eduardo Rozo"",""Geraldine Cochran"",""Maria Gonzalez-Garcia"",""Jorge V. Jose"",""Francesca Serra"",""Gustavo Joaquin Turiaci"",""Filomena Nunes"",""Joseph Berry"",""Manuel Calderon De La Barca Sanchez"",""Ricardo Alarcon"",""Divine P. Kumah"",""Antia Sanchez Botana"",""Carlos Silva"",""Jose Menendez"",""Ismaila Dabo"",""Ignacio Taboada"",""Carl Rodriguez"",""Enectali Figueroa-Feliciano"",""Fernando Ponce"",""Aomawa Shields"",""Mayda Velasco"",""Isabel Garcia Garcia"",""Carmen Carmona Benitez"",""Akaa Daniel Ayangeakaa"",""Anthony Pullen"",""Ibrahima Bah""]","[""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida"",""University of Minnesota"",""University of Pittsburgh"",""University of Virginia"",""Vanderbilt University"",""Washington University in St. Louis"",""Texas A&M University"",""University of California, Santa Cruz"",""University of Notre Dame"",""Arizona State University"",""Florida State University"",""Indiana University Bloomington"",""University of Rochester""]"
PT-07933e1f-3f1c-48eb-9498-5f233ad30c24,treatment,"[""Sharonda Leblanc"",""Lea Ferreira Dos Santos"",""Gabriela Gonzalez"",""Mark Akubo"",""Donna Stokes"",""Herbert Fotso"",""Paola Barbara"",""Byron Freelon"",""Victor M. Acosta"",""Rhonda Dzakpasu"",""Francisco Elohim Becerra Chavez"",""G. Andres Cisneros"",""Emanuela Del Gado"",""Adebanjo Oriade"",""Marcel Ngoko Djiokap"",""Raquel Castillo Fernandez"",""Miguel Arratia"",""Denis R. Candido"",""Mario Borunda"",""Sergio E. Ulloa""]","[""University of California, Riverside"",""University of Massachusetts Amherst"",""University of Southern California"",""University of Tennessee"",""Brandeis University"",""Clemson University"",""North Carolina State University"",""University of Iowa"",""University of Oregon"",""University of Utah"",""Boston College"",""Louisiana State University"",""University of Delaware"",""University of Illinois Chicago"",""University of New Mexico"",""Colorado School of Mines"",""Colorado State University"",""Georgetown University"",""Tufts University"",""University of Connecticut"",""University of Kansas"",""University of Nebraska-Lincoln"",""University of Oklahoma"",""Washington State University"",""University at Buffalo"",""University of Georgia"",""University of Houston"",""University of Kentucky"",""University of Texas at Dallas"",""Baylor University"",""Drexel University"",""Ohio University"",""Temple University"",""Tulane University"",""University of Central Florida"",""University of Cincinnati"",""University of Maryland, Baltimore County"",""University of Wisconsin-Milwaukee"",""West Virginia University"",""Auburn University"",""Oregon State University"",""University of Hawaii at Manoa"",""University of Missouri"",""University of Texas at Arlington"",""George Mason University"",""George Washington University"",""Montana State University"",""Oklahoma State University-Stillwater""]"
PT-1ddd9418-ffc3-409c-9f03-9833d6e9de68,treatment,"[""Aomawa Shields"",""Cora Dvorkin"",""Philip W. Phillips"",""Gustavo Joaquin Turiaci"",""Carlos Bustamante"",""Isabel Garcia Garcia"",""Danielle Speller"",""Nuris Figueroa Morales"",""Geraldine Cochran"",""Enectali Figueroa-Feliciano"",""Indara Suarez"",""Akaa Daniel Ayangeakaa"",""Melinda Soares-Furtado"",""Eduardo Rozo"",""Divine P. Kumah"",""Raul Briceno"",""Joseph Berry"",""Carmen Carmona Benitez"",""Juan Pedro Ochoa-Ricoux"",""Julio Barreiro Guerrero"",""Rolando Valdes Aguilar"",""Rene Lopez"",""John Joseph Carrasco"",""Raquel Queiroz"",""Jesus Perezrios"",""Alvaro Chavarria"",""Francesca Serra"",""Pablo Jarillo-Herrero"",""Maria Gonzalez-Garcia"",""Carl Rodriguez"",""Sylvester Gates"",""Kerstin M. Perez"",""Clifford Johnson"",""Ignacio Taboada"",""Stephon H. Alexander"",""Carlos Arguelles-Delgado"",""Ana Asenjo Garcia"",""Monika Schleier-Smith"",""Carlos Silva"",""Manuel Calderon De La Barca Sanchez"",""Anthony Pullen"",""Fernando Brandao"",""Hernan Garcia"",""Mayda Velasco"",""Filomena Nunes"",""Ismaila Dabo"",""Nadya Mason"",""Ronald Fernando Garcia Ruiz"",""Ibrahima Bah""]","[""Massachusetts Institute of Technology"",""Stanford University"",""California Institute of Technology"",""Harvard University"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PT-313e9013-8ce0-4143-a616-bfa8369bbab4,treatment,,
PT-4e9935a7-152a-45f8-8016-05814b288186,treatment,"[""Sharonda Leblanc"",""Cristina Mantilla-Suarez"",""Luiz Santos"",""Geraldine Cochran"",""Rene Lopez"",""Juan Pedro Ochoa-Ricoux"",""Kelle L. Cruz"",""Filomena Nunes"",""Aran Garcia-Bellido"",""Rolando Valdes Aguilar"",""Eduardo Rozo"",""Aomawa Shields"",""Justin F. Vazquez-Poritz"",""Rafael Fernandes"",""Miguel Fiolhais"",""Trevor Rhone"",""Mauricio Santillana"",""James Daniel Whitfield"",""Eugene Mananga"",""Indara Suarez"",""Manuel Calderon De La Barca Sanchez"",""Carl Rodriguez"",""Alberto De La Torre"",""Jillian M. Bellovary"",""Denis R. Candido"",""Akaa Daniel Ayangeakaa"",""Stephon H. Alexander"",""Moussa Ngom"",""Anthony Pullen"",""Raquel Ribeiro"",""Johan Bonilla Castro"",""Miguel Arratia"",""Jorge V. Jose"",""Sophia N. Suarez""]","[""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida"",""University of Minnesota"",""University of Pittsburgh"",""University of Virginia"",""Vanderbilt University"",""Washington University in St. Louis"",""Texas A&M University"",""University of California, Santa Cruz"",""University of Notre Dame"",""Florida State University"",""Indiana University Bloomington"",""University of Rochester"",""Virginia Tech"",""Case Western Reserve University"",""Graduate Center, CUNY"",""Dartmouth College"",""Emory University"",""Iowa State University"",""Northeastern University"",""Rensselaer Polytechnic Institute"",""Syracuse University"",""University of California, Riverside"",""University of Massachusetts Amherst"",""University of Southern California"",""University of Tennessee"",""Brandeis University"",""Clemson University"",""North Carolina State University"",""University of Iowa""]"
PT-1eb332ad-0dc6-412f-9692-47e747eccc47,treatment,"[""Eduardo Rozo"",""Julio Barreiro Guerrero"",""Isabel Garcia Garcia"",""Ibrahima Bah"",""Manuel Calderon De La Barca Sanchez"",""Anthony Pullen"",""Joseph Berry"",""Ismaila Dabo"",""Akaa Daniel Ayangeakaa"",""Indara Suarez"",""Carl Rodriguez"",""Alvaro Chavarria"",""Carlos Bustamante"",""Carlos Arguelles-Delgado"",""Hernan Garcia"",""Nadya Mason"",""Monika Schleier-Smith"",""Clifford Johnson"",""Philip W. Phillips"",""Carmen Carmona Benitez"",""Gustavo Joaquin Turiaci"",""Rolando Valdes Aguilar"",""Carlos Silva"",""Pablo Jarillo-Herrero"",""Melinda Soares-Furtado"",""Ronald Fernando Garcia Ruiz"",""Charles Brown"",""Raul Briceno"",""Keith Baker"",""Rene Lopez"",""Ignacio Taboada"",""Nuris Figueroa Morales"",""Cora Dvorkin"",""Stephon H. Alexander"",""Francesca Serra"",""Divine P. Kumah"",""Maria Gonzalez-Garcia"",""Danielle Speller"",""Juan Pedro Ochoa-Ricoux"",""Mayda Velasco"",""Fernando Brandao"",""Aomawa Shields"",""Geraldine Cochran"",""John Joseph Carrasco"",""Jesus Perezrios"",""Sylvester Gates"",""Enectali Figueroa-Feliciano"",""Filomena Nunes""]","[""Massachusetts Institute of Technology"",""Stanford University"",""California Institute of Technology"",""Harvard University"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Yale University"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PT-6beff9d1-46ee-4b2e-bfc8-1c8b3322460c,treatment,,
PT-1ddd9418-ffc3-409c-9f03-9833d6e9de68,treatment,"[""Aomawa Shields"",""Cora Dvorkin"",""Philip W. Phillips"",""Gustavo Joaquin Turiaci"",""Carlos Bustamante"",""Isabel Garcia Garcia"",""Danielle Speller"",""Nuris Figueroa Morales"",""Geraldine Cochran"",""Enectali Figueroa-Feliciano"",""Indara Suarez"",""Akaa Daniel Ayangeakaa"",""Melinda Soares-Furtado"",""Eduardo Rozo"",""Divine P. Kumah"",""Raul Briceno"",""Joseph Berry"",""Carmen Carmona Benitez"",""Juan Pedro Ochoa-Ricoux"",""Julio Barreiro Guerrero"",""Rolando Valdes Aguilar"",""Rene Lopez"",""John Joseph Carrasco"",""Raquel Queiroz"",""Jesus Perezrios"",""Alvaro Chavarria"",""Francesca Serra"",""Pablo Jarillo-Herrero"",""Maria Gonzalez-Garcia"",""Carl Rodriguez"",""Sylvester Gates"",""Kerstin M. Perez"",""Clifford Johnson"",""Ignacio Taboada"",""Stephon H. Alexander"",""Carlos Arguelles-Delgado"",""Ana Asenjo Garcia"",""Monika Schleier-Smith"",""Carlos Silva"",""Manuel Calderon De La Barca Sanchez"",""Anthony Pullen"",""Fernando Brandao"",""Hernan Garcia"",""Mayda Velasco"",""Filomena Nunes"",""Ismaila Dabo"",""Nadya Mason"",""Ronald Fernando Garcia Ruiz"",""Ibrahima Bah""]","[""Massachusetts Institute of Technology"",""Stanford University"",""California Institute of Technology"",""Harvard University"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PT-8756d280-2bea-48cf-9da5-0e82f97d87ed,treatment,"[""Julio Barreiro Guerrero"",""Cora Dvorkin"",""Akaa Daniel Ayangeakaa"",""Isabel Garcia Garcia"",""Manuel Calderon De La Barca Sanchez"",""Keith Baker"",""Danielle Speller"",""Philip W. Phillips"",""Ismaila Dabo"",""Mayda Velasco"",""Indara Suarez"",""Carl Rodriguez"",""Charles Brown"",""Carlos Bustamante"",""Divine P. Kumah"",""Hernan Garcia"",""Nadya Mason"",""Monika Schleier-Smith"",""Clifford Johnson"",""Joseph Berry"",""Carmen Carmona Benitez"",""Gustavo Joaquin Turiaci"",""Rolando Valdes Aguilar"",""Raquel Queiroz"",""Eduardo Rozo"",""Melinda Soares-Furtado"",""Francesca Serra"",""Filomena Nunes"",""Raul Briceno"",""Alvaro Chavarria"",""Rene Lopez"",""Kerstin M. Perez"",""Nuris Figueroa Morales"",""Ignacio Taboada"",""Stephon H. Alexander"",""Carlos Arguelles-Delgado"",""Ana Asenjo Garcia"",""Maria Gonzalez-Garcia"",""Carlos Silva"",""Juan Pedro Ochoa-Ricoux"",""John Joseph Carrasco"",""Fernando Brandao"",""Aomawa Shields"",""Geraldine Cochran"",""Enectali Figueroa-Feliciano"",""Jesus Perezrios"",""Sylvester Gates"",""Anthony Pullen"",""Ibrahima Bah""]","[""Stanford University"",""California Institute of Technology"",""Harvard University"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Yale University"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PT-16f911b8-5718-4c0c-aa81-8caa01675931,treatment,"[""Monika Schleier-Smith"",""Manuel Calderon De La Barca Sanchez"",""Carl Rodriguez"",""Cora Dvorkin"",""Raul Briceno"",""Pablo Jarillo-Herrero"",""Juan Pedro Ochoa-Ricoux"",""Rolando Valdes Aguilar"",""Nadya Mason"",""Indara Suarez"",""Sylvester Gates"",""Rene Lopez"",""Maria Gonzalez-Garcia"",""Divine P. Kumah"",""Eduardo Rozo"",""Clifford Johnson"",""Geraldine Cochran"",""Aomawa Shields"",""Joseph Berry"",""Mayda Velasco"",""Akaa Daniel Ayangeakaa"",""Enectali Figueroa-Feliciano"",""Raquel Queiroz"",""Danielle Speller"",""Melinda Soares-Furtado"",""Francesca Serra"",""Charles Brown"",""Jesus Perezrios"",""Keith Baker"",""Philip W. Phillips"",""Kerstin M. Perez"",""Julio Barreiro Guerrero"",""Ignacio Taboada"",""Stephon H. Alexander"",""Carlos Arguelles-Delgado"",""Ana Asenjo Garcia"",""Ismaila Dabo"",""Carlos Silva"",""Hernan Garcia"",""Anthony Pullen"",""Fernando Brandao"",""Carlos Bustamante"",""John Joseph Carrasco"",""Filomena Nunes"",""Carmen Carmona Benitez"",""Nuris Figueroa Morales"",""Ronald Fernando Garcia Ruiz"",""Ibrahima Bah""]","[""Massachusetts Institute of Technology"",""Stanford University"",""California Institute of Technology"",""Harvard University"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Yale University"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PT-0a784db1-2ace-4834-8f06-7419f2ca4699,treatment,"[""Julio Barreiro Guerrero"",""Francesca Serra"",""Akaa Daniel Ayangeakaa"",""Isabel Garcia Garcia"",""Manuel Calderon De La Barca Sanchez"",""Keith Baker"",""Ibrahima Bah"",""Philip W. Phillips"",""Ismaila Dabo"",""Mayda Velasco"",""Indara Suarez"",""Carl Rodriguez"",""Charles Brown"",""Carlos Bustamante"",""Divine P. Kumah"",""Hernan Garcia"",""Nadya Mason"",""Monika Schleier-Smith"",""Clifford Johnson"",""Joseph Berry"",""Carmen Carmona Benitez"",""Gustavo Joaquin Turiaci"",""Rolando Valdes Aguilar"",""Raquel Queiroz"",""Eduardo Rozo"",""Melinda Soares-Furtado"",""Pablo Jarillo-Herrero"",""Filomena Nunes"",""Raul Briceno"",""Alvaro Chavarria"",""Rene Lopez"",""Kerstin M. Perez"",""Nuris Figueroa Morales"",""Ignacio Taboada"",""Stephon H. Alexander"",""Danielle Speller"",""Ana Asenjo Garcia"",""Maria Gonzalez-Garcia"",""Carlos Silva"",""Juan Pedro Ochoa-Ricoux"",""John Joseph Carrasco"",""Fernando Brandao"",""Aomawa Shields"",""Geraldine Cochran"",""Enectali Figueroa-Feliciano"",""Jesus Perezrios"",""Sylvester Gates"",""Anthony Pullen"",""Ronald Fernando Garcia Ruiz""]","[""Massachusetts Institute of Technology"",""Stanford University"",""California Institute of Technology"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Yale University"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PT-68d82ece-16ef-4114-8ab3-0c42563a1af6,treatment,,
PT-58d529b1-02fa-40be-9f01-47d84cd5a570,treatment,"[""Julio Barreiro Guerrero"",""Francesca Serra"",""Akaa Daniel Ayangeakaa"",""Isabel Garcia Garcia"",""Manuel Calderon De La Barca Sanchez"",""Keith Baker"",""Ibrahima Bah"",""Philip W. Phillips"",""Ismaila Dabo"",""Mayda Velasco"",""Indara Suarez"",""Carl Rodriguez"",""Charles Brown"",""Carlos Bustamante"",""Divine P. Kumah"",""Hernan Garcia"",""Nadya Mason"",""Monika Schleier-Smith"",""Clifford Johnson"",""Joseph Berry"",""Carmen Carmona Benitez"",""Gustavo Joaquin Turiaci"",""Rolando Valdes Aguilar"",""Raquel Queiroz"",""Eduardo Rozo"",""Melinda Soares-Furtado"",""Pablo Jarillo-Herrero"",""Filomena Nunes"",""Raul Briceno"",""Alvaro Chavarria"",""Rene Lopez"",""Kerstin M. Perez"",""Nuris Figueroa Morales"",""Ignacio Taboada"",""Stephon H. Alexander"",""Danielle Speller"",""Ana Asenjo Garcia"",""Maria Gonzalez-Garcia"",""Carlos Silva"",""Juan Pedro Ochoa-Ricoux"",""John Joseph Carrasco"",""Fernando Brandao"",""Aomawa Shields"",""Geraldine Cochran"",""Enectali Figueroa-Feliciano"",""Jesus Perezrios"",""Sylvester Gates"",""Anthony Pullen"",""Ronald Fernando Garcia Ruiz""]","[""Massachusetts Institute of Technology"",""Stanford University"",""California Institute of Technology"",""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Yale University"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""Stony Brook University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida""]"
PT-a1532705-980f-4e1b-aa1a-ac771e5d5500,treatment,"[""Alvaro Chavarria"",""Filomena Nunes"",""Divine P. Kumah"",""Nadya Mason"",""Joseph Berry"",""Aomawa Shields"",""Indara Suarez"",""Isabel Garcia Garcia"",""Francesca Serra"",""Eduardo Rozo"",""Enectali Figueroa-Feliciano"",""Manuel Calderon De La Barca Sanchez"",""Juan Pedro Ochoa-Ricoux"",""Ismaila Dabo"",""Nuris Figueroa Morales"",""Rafael Fernandes"",""Geraldine Cochran"",""Gustavo Joaquin Turiaci"",""Rene Lopez"",""Julio Barreiro Guerrero"",""Sylvester Gates"",""Melinda Soares-Furtado"",""Ibrahima Bah"",""Charles Brown"",""Hernan Garcia"",""Keith Baker"",""Philip W. Phillips"",""Raquel Queiroz"",""Kerstin M. Perez"",""Ignacio Taboada"",""Carl Rodriguez"",""Danielle Speller"",""Ana Asenjo Garcia"",""Carlos Bustamante"",""Carlos Silva"",""Cristina Mantilla-Suarez"",""Rolando Valdes Aguilar"",""Stephon H. Alexander"",""Clifford Johnson"",""Carmen Carmona Benitez"",""Mayda Velasco"",""Raul Briceno"",""Akaa Daniel Ayangeakaa"",""John Joseph Carrasco"",""Anthony Pullen""]","[""Princeton University"",""University of California, Berkeley"",""Cornell University"",""University of Chicago"",""Columbia University"",""University of California, Santa Barbara"",""University of Illinois Urbana-Champaign"",""Yale University"",""Johns Hopkins University"",""University of Michigan"",""University of Pennsylvania"",""University of Texas at Austin"",""University of California, Los Angeles"",""University of Colorado Boulder"",""University of Maryland, College Park"",""University of Washington"",""Georgia Institute of Technology"",""Northwestern University"",""Pennsylvania State University"",""Rice University"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Carnegie Mellon University"",""Duke University"",""New York University"",""Ohio State University"",""Rutgers University-New Brunswick"",""Brown University"",""University of North Carolina at Chapel Hill"",""Michigan State University"",""University of Arizona"",""University of California, Irvine"",""Boston University"",""Purdue University"",""University of California, Davis"",""University of Florida"",""University of Minnesota"",""University of Pittsburgh"",""University of Virginia"",""Vanderbilt University""]"
PT-7c76e5a2-18ca-4be2-b049-2238300fcb27,treatment,"[""Mario Borunda"",""Mark Akubo"",""Gabriela Gonzalez"",""Donna Stokes"",""Marcel Ngoko Djiokap"",""Lea Ferreira Dos Santos"",""Paola Barbara"",""Orlando Alvarez"",""Victor M. Acosta"",""Rhonda Dzakpasu"",""Francisco Elohim Becerra Chavez"",""G. Andres Cisneros"",""Emanuela Del Gado"",""Byron Freelon"",""Nathaly Santiesteban"",""Raquel Castillo Fernandez"",""Adebanjo Oriade"",""Chanda Prescod-Weinstein"",""Paulo Araujo"",""Herbert Fotso""]","[""Louisiana State University"",""University of Delaware"",""University of Illinois Chicago"",""University of New Mexico"",""Colorado School of Mines"",""Colorado State University"",""Georgetown University"",""Tufts University"",""University of Connecticut"",""University of Kansas"",""University of Nebraska-Lincoln"",""University of Oklahoma"",""Washington State University"",""Kansas State University"",""University at Buffalo"",""University of Georgia"",""University of Houston"",""University of Kentucky"",""University of Texas at Dallas"",""Baylor University"",""Drexel University"",""Temple University"",""Tulane University"",""University of Central Florida"",""University of Cincinnati"",""University of Maryland, Baltimore County"",""University of Wisconsin-Milwaukee"",""West Virginia University"",""Auburn University"",""Oregon State University"",""University of Hawaii at Manoa"",""University of Missouri"",""University of Texas at Arlington"",""George Mason University"",""George Washington University"",""Montana State University"",""Oklahoma State University-Stillwater"",""University of Alabama"",""University of Miami"",""University of New Hampshire"",""University of South Carolina"",""Georgia State University""]"
PT-17bf0e70-e211-4212-84a5-2194a447bd6f,treatment,,
PT-aee86583-582f-44f3-8785-fdffc81a310f,treatment,,
PT-ce34b322-e5d0-439a-a132-e0e3f9d02c8e,treatment,"[""Miguel Arratia"",""Moussa Ngom"",""Jillian M. Bellovary"",""Denis R. Candido"",""G. Andres Cisneros"",""Mark Akubo"",""Kelle L. Cruz"",""Mauricio Santillana"",""Sharonda Leblanc"",""Lea Ferreira Dos Santos"",""Adebanjo Oriade"",""Raquel Ribeiro"",""Justin F. Vazquez-Poritz"",""Francisco Elohim Becerra Chavez"",""Emanuela Del Gado"",""Donna Stokes"",""Paola Barbara"",""James Daniel Whitfield"",""Eugene Mananga"",""Victor M. Acosta"",""Alberto De La Torre"",""Rhonda Dzakpasu"",""Trevor Rhone"",""Marcel Ngoko Djiokap"",""Luiz Santos"",""Herbert Fotso"",""Gabriela Gonzalez"",""Aran Garcia-Bellido"",""Johan Bonilla Castro"",""Byron Freelon"",""Sophia N. Suarez"",""Miguel Fiolhais""]","[""University of Rochester"",""Virginia Tech"",""Case Western Reserve University"",""Graduate Center, CUNY"",""Dartmouth College"",""Emory University"",""Iowa State University"",""Northeastern University"",""Rensselaer Polytechnic Institute"",""Syracuse University"",""University of California, Riverside"",""University of Massachusetts Amherst"",""University of Southern California"",""University of Tennessee"",""Brandeis University"",""Clemson University"",""North Carolina State University"",""University of Iowa"",""University of Oregon"",""University of Utah"",""Louisiana State University"",""University of Delaware"",""University of Illinois Chicago"",""University of New Mexico"",""Colorado School of Mines"",""Colorado State University"",""Georgetown University"",""Tufts University"",""University of Connecticut"",""University of Kansas"",""University of Nebraska-Lincoln"",""University of Oklahoma"",""Washington State University"",""Kansas State University"",""University at Buffalo"",""University of Georgia"",""University of Houston"",""University of Kentucky"",""University of Texas at Dallas"",""Baylor University""]"
PT-89dfc771-4dec-4825-ae5d-d50c6454ef13,treatment,,
PT-fa4f4694-f6a2-4f1c-a18e-4a07599373f7,treatment,,
,treatment,,
